Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (m),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
387,Ruoki,Ruoki,Ruoki Landgrave,Castricia,Castrician Empire,Soumi,Soumi Deities,18270,24.24,-53.04,484,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Ruoki&population=18270&size=39&seed=6656582340387&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
388,Norriva,Ventelia,Ventelia Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,18952,1.3,-47.16,400,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator?name=Norriva&population=18952&size=39&seed=6656582340388&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
389,Dobertengen,Breisbach,Breisbach County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1829,-7.72,122.1,9,,,,,,,,https://watabou.github.io/city-generator?name=Dobertengen&population=1829&size=16&seed=6656582340389&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
390,Coves,Honca,Honca Parish,Candejia,Divine Grand Duchy of Candejia,Astellian,Pelosian Gods,20123,-9.56,-37.73,361,,,,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Coves&population=20123&size=40&seed=6656582340390&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
391,Celheimei,Peloquba,Peloquba Tribe,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,1789,-16.21,81.82,361,,,citadel,,,,,https://watabou.github.io/city-generator?name=Celheimei&population=1789&size=16&seed=6656582340391&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
392,Cleoke,Bamburgh,Bamburgh Territory,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,9864,-30.19,-111.56,100,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Cleoke&population=9864&size=31&seed=6656582340392&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
393,Tamersterby,Tropenia,Tropenia Land,Chichet,Chichetian Theocracy,Angshire,Angshire Spirits,8515,28.62,-124.82,9,,,,,plaza,temple,,https://watabou.github.io/city-generator?name=Tamersterby&population=8515&size=29&seed=6656582340393&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
394,Todtnauhauhe,Bieninwia,Bieninwia Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,12558,25.58,88.85,9,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Todtnauhauhe&population=12558&size=34&seed=6656582340394&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
395,Hausenhau,Fischleria,Fischleria Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,2548,4.79,116.45,256,,,,,,,,https://watabou.github.io/city-generator?name=Hausenhau&population=2548&size=18&seed=6656582340395&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
396,Herbach,Witzen,Witzen County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1818,-0.15,108.01,1089,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Herbach&population=1818&size=16&seed=6656582340396&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
397,Alvermeral,Valvesteda,Valvesteda Territory,Anzia,Grand Duchy of Anzia,Astellian,Astellian Spirits,1759,-14.33,-20.61,16,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Alvermeral&population=1759&size=16&seed=6656582340397&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
398,Skipton,Retletownia,Retletownia Territory,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,1635,-32,-108.59,100,,,,walls,,,,https://watabou.github.io/city-generator?name=Skipton&population=1635&size=16&seed=6656582340398&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
399,Wister,Retletownia,Retletownia Territory,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,2024,-33.22,-104.42,81,,,,,,,,https://watabou.github.io/city-generator?name=Wister&population=2024&size=17&seed=6656582340399&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
400,Schen,Sel,Sel Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1744,38.57,91.96,16,,,,,,,,https://watabou.github.io/city-generator?name=Schen&population=1744&size=16&seed=6656582340400&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
401,Friedenzeln,Hardt,Hardt County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,8526,33.51,103.19,9,,,citadel,,,,,https://watabou.github.io/city-generator?name=Friedenzeln&population=8526&size=29&seed=6656582340401&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
402,Heiler,Geisach,Geisach Land,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,4216,29.01,103.08,81,,,,,plaza,,,https://watabou.github.io/city-generator?name=Heiler&population=4216&size=22&seed=6656582340402&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
403,Aragalcicota,Rivia,Rivia Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,6758,21.4,-30.44,441,,,,,plaza,,,https://watabou.github.io/city-generator?name=Aragalcicota&population=6758&size=27&seed=6656582340403&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
404,Ortal,Steiberach,Steiberach County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,4380,20.57,97.55,81,,,,,,,,https://watabou.github.io/city-generator?name=Ortal&population=4380&size=23&seed=6656582340404&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
405,Haubenbach,Rottwandin,Rottwandin Territory,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,9189,16.41,116.02,25,,,,,,,,https://watabou.github.io/city-generator?name=Haubenbach&population=9189&size=30&seed=6656582340405&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
406,Homblelas,Tarcioreare,Tarcioreare Parish,Candejia,Divine Grand Duchy of Candejia,Astellian,Pelosian Gods,2339,-8.96,-48.28,9,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Homblelas&population=2339&size=18&seed=6656582340406&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
407,Ibadouaixo,Afandania,Afandania Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,5988,-22.63,86.14,81,,,,,,,,https://watabou.github.io/city-generator?name=Ibadouaixo&population=5988&size=25&seed=6656582340407&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
408,Hernbach,Hernbach,Hernbach Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,10751,-24.53,106.58,49,,,,,plaza,,,https://watabou.github.io/city-generator?name=Hernbach&population=10751&size=32&seed=6656582340408&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
409,Cuerciones,Miquejon,Miquejon Landgrave,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,5653,-36.96,-24.21,4,,,citadel,,,,,https://watabou.github.io/city-generator?name=Cuerciones&population=5653&size=25&seed=6656582340409&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
410,Slopetshin,Gorto,Gorto Canton,Modets,United Provinces of Modets,Slovan,Slovan Spirits,17942,-39.08,-82.01,144,,port,citadel,,,,,https://watabou.github.io/city-generator?name=Slopetshin&population=17942&size=39&seed=6656582340410&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=0.37
411,Huena,Moyoyoli,Moyoyoli Margrave,Tanilmia,Duchy of Tanilmia,Astellian,Astellian Spirits,2838,-44.49,-47.88,121,,port,,walls,,,,https://watabou.github.io/city-generator?name=Huena&population=2838&size=19&seed=6656582340411&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.04
412,Bugin,Donenbachia,Donenbachia Colony,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1735,29.58,107.78,25,,,citadel,,,,,https://watabou.github.io/city-generator?name=Bugin&population=1735&size=16&seed=6656582340412&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
413,Farcerevigni,Farcerevigni,Farcerevigni Clan,Castricia,Castrician Empire,Tallian,Tallian Gods,3107,25.96,-19.49,4,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Farcerevigni&population=3107&size=20&seed=6656582340413&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
414,Darennes,Fateaulevil,Fateaulevil County,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,1846,22.03,72.33,484,,,,,plaza,,,https://watabou.github.io/city-generator?name=Darennes&population=1846&size=16&seed=6656582340414&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
415,Ripelzach,Baiersbhau,Baiersbhau Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1807,17.44,111.46,9,,,citadel,,,,,https://watabou.github.io/city-generator?name=Ripelzach&population=1807&size=16&seed=6656582340415&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
416,Combreux,Escray,Escray Land,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,1994,8.69,32.89,16,,,,,,,,https://watabou.github.io/city-generator?name=Combreux&population=1994&size=17&seed=6656582340416&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
417,Villepieds,Choux,Choux County,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,3332,-8.33,32.92,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Villepieds&population=3332&size=20&seed=6656582340417&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
418,Miruesojo,Pulba,Pulba Deanery,Candejia,Divine Grand Duchy of Candejia,Astellian,Pelosian Gods,7265,-9.25,-50.37,36,,,,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Miruesojo&population=7265&size=27&seed=6656582340418&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
419,Corres,Lerevoy,Lerevoy Region,Chueles,Chuelesian Oligarchy,Luari,Luari Shamanism,3050,-9.7,62.99,25,,,,,,,,https://watabou.github.io/city-generator?name=Corres&population=3050&size=20&seed=6656582340419&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
420,Corceres,Corceres,Corceres County,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,30948,-19.48,34.89,16,,port,,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Corceres&population=30948&size=48&seed=6656582340420&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=1.82
421,Silerach,Silerach,Silerach County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,15556,-21.06,134.83,9,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Silerach&population=15556&size=37&seed=6656582340421&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
422,Vaakkalalo,Temesmaa,Temesmaa Land,Torvia,Torvian Empire,Soumi,Soumi Deities,13614,48.63,-38.59,4,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Vaakkalalo&population=13614&size=35&seed=6656582340422&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
423,Eisenbach,Wienschwia,Wienschwia Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1739,36.25,87.8,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Eisenbach&population=1739&size=16&seed=6656582340423&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
424,Solly,Fouche,Fouche Shire,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,2312,21.08,78.12,361,,,,walls,,,,https://watabou.github.io/city-generator?name=Solly&population=2312&size=18&seed=6656582340424&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
425,Ettenweben,Ettenweben,Ettenweben County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,22587,11.46,109.56,16,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator?name=Ettenweben&population=22587&size=42&seed=6656582340425&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
426,Tofredre,Riofria,Riofria County,Castricia,Castrician Empire,Tallian,Tallian Gods,6464,9.25,-46.92,196,,,citadel,,,,,https://watabou.github.io/city-generator?name=Tofredre&population=6464&size=26&seed=6656582340426&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
427,Utmostadt,Dornsberge,Dornsberge County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,7122,0.48,111.17,625,,,,,,,,https://watabou.github.io/city-generator?name=Utmostadt&population=7122&size=27&seed=6656582340427&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
428,Lauchseters,Neubergind,Neubergind County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,2338,-6.67,115.63,256,,,,,,,,https://watabou.github.io/city-generator?name=Lauchseters&population=2338&size=18&seed=6656582340428&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
429,Lerelly,Lerelly,Lerelly Province,Chueles,Chuelesian Oligarchy,Luari,Luari Shamanism,31829,-8.13,56.28,25,,port,,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Lerelly&population=31829&size=48&seed=6656582340429&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=0.02
430,Enztalheim,Enztalheim,Enztalheim Region,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1802,-14.97,110.93,256,,,,,,,,https://watabou.github.io/city-generator?name=Enztalheim&population=1802&size=16&seed=6656582340430&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
431,Dornsburgen,Wienaubenia,Wienaubenia Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1673,-15.83,119.09,100,,,,,,,,https://watabou.github.io/city-generator?name=Dornsburgen&population=1673&size=16&seed=6656582340431&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
432,Ordonvilleau,Ordonvilleau,Ordonvilleau Province,Chueles,Chuelesian Oligarchy,Luari,Luari Shamanism,11344,-15.94,44.96,9,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Ordonvilleau&population=11344&size=32&seed=6656582340432&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
433,Canholinde,Peloquba,Peloquba Tribe,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,2859,-19.23,76.94,361,,,,,plaza,,,https://watabou.github.io/city-generator?name=Canholinde&population=2859&size=19&seed=6656582340433&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
434,Valla,Sieda,Sieda Landgrave,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,2062,-28.23,-18.36,144,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Valla&population=2062&size=17&seed=6656582340434&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
435,Monte,Monte,Monte County,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,10539,22.36,49.51,9,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Monte&population=10539&size=32&seed=6656582340435&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
436,Cerricararo,Ponto,Ponto County,Castricia,Castrician Empire,Tallian,Tallian Gods,2060,19.51,-42.7,100,,,,,,,,https://watabou.github.io/city-generator?name=Cerricararo&population=2060&size=17&seed=6656582340436&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
437,Lorte,Monte,Monte County,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,3186,19.47,52.61,81,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Lorte&population=3186&size=20&seed=6656582340437&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
438,Waveley,Pilia,Pilia Parish,Chichet,Chichetian Theocracy,Angshire,Angshire Spirits,15923,6.93,-126.53,9,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Waveley&population=15923&size=37&seed=6656582340438&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
439,Neugy,Corceres,Corceres County,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,3808,-16.88,34.99,36,,,,,plaza,,,https://watabou.github.io/city-generator?name=Neugy&population=3808&size=21&seed=6656582340439&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
440,Louze,Sobraradil,Sobraradil Earldom,Karlstat,Karlstatian Empire,Portuzian,Portuzian Beliefs,1682,-23.05,92.14,100,,,,,plaza,,,https://watabou.github.io/city-generator?name=Louze&population=1682&size=16&seed=6656582340440&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
441,Fuento,Soguedazia,Soguedazia Territory,Tanilmia,Duchy of Tanilmia,Astellian,Astellian Spirits,4839,-24.98,-49.01,784,,,,walls,,,,https://watabou.github.io/city-generator?name=Fuento&population=4839&size=24&seed=6656582340441&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
442,Sieda,Sieda,Sieda Landgrave,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,18227,-26.81,-19.57,441,,,,,plaza,,,https://watabou.github.io/city-generator?name=Sieda&population=18227&size=39&seed=6656582340442&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
443,Ribaves,Arazam,Arazam Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,8993,-26.79,71.56,16,,port,citadel,,,,,https://watabou.github.io/city-generator?name=Ribaves&population=8993&size=30&seed=6656582340443&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.5
444,Thetherby,Skipland,Skipland Canton,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,15665,-33.58,-98.11,196,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Thetherby&population=15665&size=37&seed=6656582340444&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
445,Floleiracos,Idasia,Idasia Shire,Ardon,Kingdom of Ardon,Portuzian,Portuzian Beliefs,17094,11.88,89.8,900,,,citadel,,,,,https://watabou.github.io/city-generator?name=Floleiracos&population=17094&size=38&seed=6656582340445&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
